artist,wholefestival_url,wholefestival_description,soundcloud_url,soundcloud_urls,wholefestival_links,soundcloud_canonical_url,soundcloud_followers,soundcloud_description,soundcloud_avatar_url,genres,scrape_status,scraped_at
NOT YOUR TECHNO,https://www.wholefestival.com/lineup,"Co-founded by Yasmine Dammak and electronic artist Sara Dziri in 2019, Not Your Techno is a Brussels-born platform exploring forward-thinking club culture and radically inclusive dancefloors.\n\nMoving between parties and cultural initiatives, the project foregrounds intersectional nightlife and amplifies voices often pushed to the margins of club culture. Photographer: Maryan Sayd",https://soundcloud.com/not-your-techno,https://soundcloud.com/not-your-techno,https://www.instagram.com/notyourtechno/;https://soundcloud.com/not-your-techno,https://soundcloud.com/not-your-techno,246,"Not Your Techno is a party series, community and platform that puts forward diverse and upcoming talent in electronic music, with a focus on female-identifying, queer and POC artists. On the dancefloor and beyond, we want people to be themselves, feel safe and share their passion for music.",https://i1.sndcdn.com/avatars-flnssTBymIvy9XQ4-9yAVbA-large.jpg,techno,ok,2026-07-11T09:17:17+00:00
Nsasi,https://www.wholefestival.com/lineup,"Nsasi is a fearless sound sculptor, core member of the Nyege Nyege collective, and a founding member of the radical ANTI-MASS collective alongside Authentically Plastic and Turkana. Known for their high-intensity DJ sets that blend hard drum, Singeli, gqom, electro, and experimental club textures, Nsasi creates relentless, addictive dancefloor pressure that often pushes 160 BPM and beyond. With fearless mixing and an unpredictable approach to rhythm, they turn every set into a live journey, navigating through radically different tempos and genres, from skittered acid to pulsating percussion. An Enfant Terrible of Uganda’s deeply conservative heartland, Nsasi’s path to rebellion was clear from the start. Growing up in the picturesque town of Jinja, they earned an early reputation for blunt refusal of authority—once excommunicated from a seminary in their youth, Nsasi looked to their icon, the scandalous 1980s pop sensation Tshala Mwana, for guidance on how to live and perform dangerously. It’s this same audacity and conviction that fuels their sound. Nsasi’s debut album Coinage (Hakuna Kulala, 2024) is a dynamic, industrial rasp that expertly meshes rhythms from across the musical spectrum into a coarse, dancefloor-ready frame. A rallying cry for outsiders and the queer community, the album mischievously perverts East African traditional sounds, considering their revolutionary potential within a new context. “Coinage” is a fluid, breathtaking record that peers into an uncertain future, balancing the chaotic energy of noise and industrial music with the precision of club forms. The percussive mastery on Coinage is on full display—whether it’s the polyrhythmic anarchy of “Gabvla,” with hand drums and psychedelic electroid wheezes, or the mind-bending tribal-industrial clash of “Endoongo”—Nsasi pushes the limits of what dance music can express. The record is coherent in its complexity, brilliantly pulling together seemingly disparate influences into a unified, arresting sound. With Coinage, Nsasi operates outside borders and restrictions, creating a sound that reflects both the turbulent present and a fearless future. But it’s on the decks where Nsasi’s true force emerges, crafting sets that aren’t just about music—they’re a declaration of freedom, resistance, and power. From Kampala’s underground to global dancefloors, Nsasi doesn’t just DJ—they detonate Photographer: Louis Headlam",https://soundcloud.com/nsasi_ug,https://soundcloud.com/nsasi_ug,https://www.instagram.com/nsasi_ug/;https://soundcloud.com/nsasi_ug,https://soundcloud.com/nsasi_ug,364,"Artist @antimasscollective 

Booking : lola@nyegenyege.com

Antimass: booking@anti-mass.com",https://i1.sndcdn.com/avatars-AyGKLSzTKepGe7pq-y5THTw-large.jpg,electro; gqom; noise; acid; industrial; experimental; pop,ok,2026-07-11T09:17:17+00:00
Nsperger,https://www.wholefestival.com/lineup,"With a distinctive energy that stands out in Santiago’s current scene and drawing on sonic influences from ’90s techno, NSPERGER seeks to connect with their audience through fresh and genuine mixes. They have had the honour of sharing the stage with artists such as Kittin, Bashkka, Pablo Bozzi, Phase Fatale, VTSS, Ellen Allien, Hector Oaks, Freddy K, Patrick Mason, Vladimir Dubyshkin, Ki/Ki, SPFDJ, Anetha, DJ Gigola, Sara Landry, U.R.traxx and many more. Thanks to an invitation to Whole Festival in Berlin, the most important queer festival in Europe, they have also had the opportunity to perform in Berlin, Barcelona, Madrid, Rotterdam, and on well-known radio platforms such as Loone, PNL and Operator. In addition, they have performed at the globally renowned BASSIANI in Tbilisi, Georgia. They have also brought their music to stages such as FA GOT in Argentina, PDC, Pornceptual & Gegen in Berlin, Basement in New York, RAVE3000 in Argentina, Brutal in Mexico, Baum in Colombia, DGTL, Creamfields, Boiler Room, 240KM and Herrensauna in Santiago, among others. Nsperger has developed their career as a musical selector since 2004, performing in key spaces for dissident communities and queer audiences. They began with their first residency at Clubizarre and are currently a resident at Fiesta Dame. In their sets, they create a sonic landscape that transports listeners from an abandoned roadside factory to a dancefloor filled with sweaty bodies. Their main musical influences come from punk, acid and electroclash, and they have used these influences to build their own distinctive style. Their musical selection is eclectic, exploring everything from the subtleties of electronic music to rhythms that provoke euphoric screams, aiming to deliver an auditory experience that is both exciting and fun.",https://soundcloud.com/nsperger,https://soundcloud.com/nsperger,https://www.instagram.com/nspeerger/;https://soundcloud.com/nsperger,https://soundcloud.com/nsperger,1493,"Santiago, Chile. 

Residente en DAME & CACHORRXS.

booking: felipe@fiestadame.com

http://www.instagram.com/nspeerger",https://i1.sndcdn.com/avatars-ZNYaTHyS93zapamd-2P2T9A-large.jpg,techno; acid,ok,2026-07-11T09:17:17+00:00
Nyēbra,https://www.wholefestival.com/lineup,"“Nyēbra” is an insult his father used to call him when he was a child; it means “caiman.” This term embodies the chaotic, ancestral hyper-energy that Nyēbra seeks to convey in their sets. A Franco-Burkinabe DJ based in Marseille, they explore their vision of the ultimate Afro Rave, blending their diverse influences—ranging from their queer identity in the Ballroom scene to their West African roots. Nyēbra jumps from one genre to another: from Super Lite Feet to Tekuduro, Cardio Jersey Club, Ghetto House, Vogue Beats, and above all, Afro Techno. It’s an intense mix for energetic dancers. Photographer: Boolbeny Akabb",,,https://www.instagram.com/ny3bra/,,,,,techno; house; vogue; ballroom,no_soundcloud_link,2026-07-11T09:17:17+00:00
Octo Octa (LIVE),https://www.wholefestival.com/lineup,"Dance music has often romanticized the idea of the anonymous artist who quietly lurks in the shadows, but Octo Octa (a.k.a. Maya Bouldry-Morrison) has no interest in hiding who she is. She's an openly autobiographical artist, and one who's eager to tell her story as a radical queer trans woman polyamorous witch. The New Hampshire-based DJ, producer and live performer has been active for nearly a decade, but in recent years she's leveled up, fueled by the rising tide of North America's queer DJ scene, not to mention the success of her albums Where Are We Going? (2017) and Resonant Body (2019). Though her music has appeared on labels such as Naive, Honey Soundsystem, Technicolour and 100% Silk, Resonant Body was released on T4T LUV NRG, a label she runs alongside her romantic and DJ partner Eris Drew. The two can often be found going back-to-back in the booth, and together they've created a platform that actively celebrates trans love and visibility, along with the potent healing magic of the dancefloor. House, techno and breakbeat are Octo Octa's genres of choice, although these kinds of descriptors ultimately feel a bit clinical given the intensely personal nature of her music. Gravitating toward the ecstatic, the joyful and the openly emotional, it's no wonder that Bouldy-Morrison's uniquely uplifting vision has been enthusiastically welcomed on dancefloors around the globe, including those at world-renowned festivals like Sónar, Dekmantel and Sustain Release. While her path—especially outside the club—has often been (and continues to be) challenging, it's in dance music that Octo Octa has found connection, self-realization and true love. She's got a story to tell, and it's powerful. Photographer: Marysia Swietlicka",https://soundcloud.com/octoocta,https://soundcloud.com/octoocta,https://www.instagram.com/octoocta/;https://soundcloud.com/octoocta,https://soundcloud.com/octoocta,45427,"XOXO <3

NA booking - michelle@thebunkerny.com
World booking - ilyas@minor-am.com
Eris Drew b2b Octo Octa - alex@biota.agency
Press - chanel@dawncreative.agency",https://i1.sndcdn.com/avatars-ZU7SJ8DkqyfwIWCy-wheMcA-large.jpg,techno; house; breakbeat,ok,2026-07-11T09:17:17+00:00
OK WILLIAMS,https://www.wholefestival.com/lineup,"OK Williams fearlessly keeps the dance floor on its toes. The London DJ is known for her high energy club sets which masterfully travel through genres - freeform blends of bassy floor busting tracks live alongside blissful synth-heavy house, with techno, jungle and electro also weaved into the mix. Everything Williams plays is intentional and shining with personality. Her multidimensional radio shows on NTS have garnered a loyal and global following, while her idiosyncratic sound has taken her across the world to festivals like Unsound, Horst and Draaimolen, and made her a resident at the New York club Nowadays starting in 2024. Photographer: Guarionex Rodriguez, Jr.",https://soundcloud.com/okwilliams,https://soundcloud.com/okwilliams,https://www.instagram.com/okwilliams_/;https://soundcloud.com/okwilliams,https://soundcloud.com/okwilliams,7416,"eu/uk bookings: kim@poly.am
americas: sam@icartists.net/ masa@icartists.net
tunes: music4okw@gmail.com",https://i1.sndcdn.com/avatars-oYs1fyIDNWh8Zmeo-VZTutw-large.jpg,techno; house; electro; jungle,ok,2026-07-11T09:17:17+00:00
Olivia Mendez,https://www.wholefestival.com/lineup,"A passionate digger with a background in musicjournalism and event curation, Olivia approaches her sets as narrative journeys – sonorous, layered, and emotionally resonant. From Brooklyn to Kiev, she’s queered consciousness through sound,\ncreating dance floors that pulse with tension, release, and intent. Now based in Berlin, Olivia continues to explore the intersections of activism, art, and sound – smashing the patriarchy, one beat at a time. Photography: Christophe Rassat",,,,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
OMOLOKO,https://www.wholefestival.com/lineup,"OMOLOKO is part of the new wave of artists who are leading the Brazilian\nscene from the front. With 11 years of career, OMOLOKO has built a respected reputation for musical\nauthenticit y on the global stage. His international tours across Europe, Asia, Australia\nand Latin America have taken him to demanding dance floors including Panorama Bar, Dekmantel, Circoloco, Adonis, Tomorrowland, Time Warp, Rober t Johnson, Primavera Sound, Wonder fruit Festival in Thailand and Heim Club in Shanghai. His work also extends to private events for brands such as Bottega Veneta, Soho House and Potato Head Bali. Founder and resident of the CurraLRec and Mathosa par ties in Belo Horizonte, he has lived in several regions of Brazil, shaping a sound that blends influences and emotions collected along his journey through the country. Rooted in the Brazilian underground, he fosters space for the LGBTQIAPN+ communit y, and his career reflects a path grounded in purpose, where music is always the main character. Photographer: Ivan Nishitani",https://soundcloud.com/OMOLOKOO,https://soundcloud.com/OMOLOKOO,https://www.instagram.com/omoloko_/;https://soundcloud.com/OMOLOKOO;https://es.ra.co/dj/omoloko,https://soundcloud.com/omolokoo,4712,">> BOOKINGS
🌍 > nadja@ekipa.agency

++INFOS: 
book.omoloko@gmail.com
instagram.com/omoloko_

Part of:  @curral-rec / @tijolorecords / Mathosa / Deputamadre Club",https://i1.sndcdn.com/avatars-OMK3YeyNbugMV7zO-7naeGA-large.jpg,house; latin,ok,2026-07-11T09:17:17+00:00
OPENING CEREMONY BY  BIBINGKA,https://www.wholefestival.com/lineup,"Bibingka” is a love letter to the queerdos, the migrants, the rebels and the dancefloor lovers. Conceived by Alvin Collantes, Bibingka dancefloor diva serving divinity and glamour on a hot mess platter. You will also find Bibingka performing during TRACEY at the Beach Stage between 01:00 - 06:00",,,https://www.instagram.com/bibingkababesberlin/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Orkgotik,https://www.wholefestival.com/lineup,"A new flesh fairy tale build of scars in a queer statement about a cenobite’s primal desire. Orkgotik is a latinoamerican, nightmare-fueled performance and plastic artist, runner-up from the 5th season of the Boulet Brothers’ Dragula. Even if he’s usually inspired by childhood alien terrors and parallel dimensions is still the human heart his first form of representation. Photographer: 2ccaria",,,https://www.instagram.com/orkgotik/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Paul Winkler,https://www.wholefestival.com/lineup,"Paul Winkler (he/him) Paul Winkler, born and raised in Vienna, is an actor and performer moving through the city’s queer underground with high energy, love for bold fashion, and a smile. Thriving in the glow of nightlife, his performances are playful, intense, and unapologetically expressive, creating atmospheres that are sexy, sweaty, and immersive. He is part of GAZE, his queer rave family and safe space. Photographer: @neubauer.co",,,https://www.instagram.com/_paulwinkler,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Paulete Lindacelva,https://www.wholefestival.com/lineup,"Paulete Lindacelva is a Brazilian trans DJ and researcher of black music.\nA prominent figure in the international independent scene, Paulete Lindacelva marks 12 years of a career defined by deep research into the essential sounds of the Black diaspora, with a focus on house music, disco, techno, and related genres. Photographer: Caiara Malho",https://soundcloud.com/paulete-lindacelva,https://soundcloud.com/paulete-lindacelva,https://www.instagram.com/pauletelindacelva/?hl=en;https://open.spotify.com/artist/1bRSei58tXVF8EifPWvXAF?si=Gag-CvA3S1m667hl7LqhkQ;https://soundcloud.com/paulete-lindacelva,https://soundcloud.com/paulete-lindacelva,3557,"Residente Dj Mamba Negra 

propagator of black music",https://i1.sndcdn.com/avatars-ykNkyLtQPluIGgBW-YQHonw-large.jpg,techno; house; disco,ok,2026-07-11T09:17:17+00:00
PERVERT,https://www.wholefestival.com/lineup,"Pervert MX is a Mexico-based collective that pushes the boundaries of electronic music and underground club culture through raw, high-energy sounds and provocative aesthetics. Focused on creating inclusive spaces for queer and alternative communities, the collective blends hard techno, experimental influences, and radical artistic expression. Pervert MX aims to challenge norms while strengthening the connection between music, identity, and nightlife.",https://soundcloud.com/pervertmx,https://soundcloud.com/pervertmx,https://www.instagram.com/pervrt.mx/;https://soundcloud.com/pervertmx,https://soundcloud.com/pervertmx,5443,"La comunidad disidente más grande de México, fiestas mensuales 
en ubicaciones itinerantes.

Celice | Mikita | Mystery Affair | Portugal | Sadgal | Ursula Prawn | Villaseñor",https://i1.sndcdn.com/avatars-TGp8C1pTi3gu8Lf4-lu0vyg-large.jpg,techno; experimental,ok,2026-07-11T09:17:17+00:00
Phat Paris,https://www.wholefestival.com/lineup,"A shining star born from the fusion of drag artistry and the DJ world. Their performances and DJ sets are captivating, full of raw and spicy energy, moving the crowd with every beat\ There are 2 states within them, represented as the Bung_10n party and :Dismal. Bung_10n is a lively, upbeat party for the LGBTQ+ community in Saigon, while :Dismal is a quieter, deeper side of them. But for both, when you show up, you wont be able to stop dancing. In Paris's DJ sets, They always aim to create a lively atmosphere with intense beats that keep people moving. My sets are a wild mix of Latin, Techno, Trance, Drum, Jersey Club, UK, Bailefunk, Donk, Hardstyle, and more. You'll get a sense of their sound after watching my Boiler Room set. Photographer: Chun Chin",,,https://www.instagram.com/phat.paris/,,,,,techno; trance; hardstyle; latin,no_soundcloud_link,2026-07-11T09:17:17+00:00
Phoenix Chase-Meares,https://www.wholefestival.com/lineup,"Phoenix. The Dancing delinquent serving up chaos and poetry under the flashing lights of the Berlin rave scene. Known for their theatrical, sensual and romantic performances, and their soft punk attitude!",,,https://www.instagram.com/phoenixchasem/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Poison Amrita,https://www.wholefestival.com/lineup,"Poison Amrita is a sex worker and performer. Her work is unapologetically erotic and hyper feminine. She is inspired by vintage porn, punk, goth, and vintage fashion. She defines herself as an alternative showgirl stuck in between underground and pop culture. Half whore/half witch, she brings a sexy, badass, and mysterious energy on stage!",,,https://www.instagram.com/poisonamrita/,,,,,pop,no_soundcloud_link,2026-07-11T09:17:17+00:00
Polefluid,https://www.wholefestival.com/lineup,"After last year's thrilling pole performance, Polefluid is bringing the energy down to earth. As a SWEAT regular, they’re known for their gogo dancing skills, and this year they’re taking it to the beach stage, baby! Expect a fusion of 80s aerobics, sensual masculinity, and a bold blend of gender fuckery. Photographer: Aime Dabbadie",,,https://www.instagram.com/polefluid/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Pornceptual,https://www.wholefestival.com/lineup,"Born in Brazil, Berlin-based and exported worldwide, PORNCEPTUAL is more than a party. It is a platform for forward thinking nightlife. What began as an intimate gathering has grown into an international presence contributing to contemporary club experiences. Blending queer club energy, sexual freedom, and uncompromising electronic sound, PORNCEPTUAL has built a global community that moves between dance floors across cities. As a music label, PRNCPTL showcases artists who challenge norms and expand sonic identities. Its releases spotlight forward thinking producers rooted in electronic music, experimental club, and hybrid forms, carrying the spirit of the dance floor into a lasting musical catalogue. Fearless and pleasure driven, PORNCEPTUAL exists at the intersection of sound, art, bodies, and freedom. It is a living ecosystem redefining contemporary club culture on an international scale.",https://soundcloud.com/prncptl,https://soundcloud.com/prncptl,https://www.instagram.com/pornceptual;https://www.tiktok.com/@prncptl;https://soundcloud.com/prncptl,https://soundcloud.com/prncptl,6279,"PRNCPTL: the music label from Pornceptual. 

With a commitment to diverse and experimental artistry, PRNCPTL is a platform for established and emerging talents across genres.",https://i1.sndcdn.com/avatars-UuJQ2SFSwuEM6hui-l5F8uw-large.jpg,experimental,ok,2026-07-11T09:17:17+00:00
puppy,https://www.wholefestival.com/lineup,"puppy, a Polish native, co-founder of Cuddles and a quadruple Scorpio nerd on a pursuit of hedonism, dopamine, and fun - always served with a touch of sarcasm and a punk edge. As one-half of Cuddles, the queer collective they co-founded with their partner Aaron Blau, puppy is creating a community and love-driven delusional playground where like-minded divas embrace, indulge, heal and unite. Born from Eastern European grit and shaped by Berlin’s underground and a soft spot for the unconventional, puppy’s trying to constantly reinvent the norm. Their sound is and always will be somewhere in between. Moving through drum work, house vocals, rough techno kicks and breaks to bassy, syncopated contemporary experimental, they're always playing with texture and rhythm and disobeying the definitions of genres. From deep, hypnotic moments to fierce, percussive peaks, they challenge conventions and embrace the chaos that shaped them. They have brought their energy to collectives and parties such as Gegen, Vitamina, Fairies, Group Therapy and many others, and are most often found across institutions including Æden, OXI, Fitzroy, KitKat,, Jolene, and Schwuz. Underneath the sharp humor and punk sensibility lies a soft, loving core which powers the commitment to music, community, and unapologetic self-expression. Puppy is a combination of the queer, the rebellious and the nonconformist that truly believes in not following the crowd blindly and instead being your own, strange self. with love, pup Photographer: Thomás Eyzaguierre",https://soundcloud.com/puppy_berlin,https://soundcloud.com/puppy_berlin,https://www.instagram.com/delusionalpuppy/;https://soundcloud.com/puppy_berlin,https://soundcloud.com/puppy_berlin,131,"Berlin/Milan
co-founder  @cuddlesberlin
bookings: greg@cuddlesberlin.com
Delusional fashion diva, and an alien homosexual dog from hell that plays music.",https://i1.sndcdn.com/avatars-QCHirBnSOgyOeHkN-fykhJw-large.jpg,techno; house; breaks; experimental,ok,2026-07-11T09:17:17+00:00
Puticlub,https://www.wholefestival.com/lineup,"Puticlub is a sex-positive safer space for queer and trans people of color, the Latinx diaspora, and its allies. Together and beyond the exoticized gaze, Puticlub celebrates Latinx culture and music while challenging androcentrism.",,,https://www.instagram.com/puticlub_berlin/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
PVSSYDIVX,https://www.wholefestival.com/lineup,"From Bogotá, Colombia to the world. PvssyDivx is an international DJ based in Berlin and resident of Puticlub Berlin. Her sets are geographies of desire: perreo that pulses, Latin rhythms that don't ask for permission. She makes bodies sweat and asses move. Photographer: Meret Freisen",https://soundcloud.com/william-delgado-99881041,https://soundcloud.com/william-delgado-99881041,https://www.instagram.com/pvssydivx/;https://soundcloud.com/william-delgado-99881041,https://soundcloud.com/william-delgado-99881041,161,SELEKTRAVA,https://i1.sndcdn.com/avatars-lrQ7M6s63yos6qX6-A18TSw-large.jpg,latin,ok,2026-07-11T09:17:17+00:00
Quelza,https://www.wholefestival.com/lineup,"Behind the decks, Quelza moves with instinct and control, without ever losing the spark. His sets shift between textures and tempos without warning, bending genres and expectations in striking ways. Built on tension, release and a restless sense of movement, Quelza plays with emotion and anticipation, setting up moments that catch the crowds off guard and hit deeper than they expect. He is known for stretching time, guiding the floor through that in-between state where night slowly turns into morning, and no one wants it to end. Photographer: Sven Marquadt",https://soundcloud.com/quelza,https://soundcloud.com/quelza,https://www.instagram.com/quelza_m/?hl=en;https://open.spotify.com/artist/6LL2tELgb3Y6TcQdsBmXqS;https://soundcloud.com/quelza,https://soundcloud.com/quelza,23746,THE GOAL IS NOTHING THE MOVEMENT IS EVERYTHING,https://i1.sndcdn.com/avatars-mBKW45dalu8VQthF-VNP0iw-large.jpg,,ok,2026-07-11T09:17:17+00:00
RAGE,https://www.wholefestival.com/lineup,Photographer: @lonelyrodeostar,,,https://www.instagram.com/ragebait.ing/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Rakans,https://www.wholefestival.com/lineup,"Rakans is a Middle Eastern DJ and producer shaping East Germany’s underground between Berlin and Dresden. Blending hypnotic electronic sound with Middle Eastern textures, their sets channel intensity, emotion, and freedom. Founder of Rawmantique and Pornceptual resident, Rakans crafts dance floors where radical inclusivity and self-expression thrive.",https://soundcloud.com/rakans,https://soundcloud.com/rakans,https://www.instagram.com/rakans;https://soundcloud.com/rakans,https://soundcloud.com/rakans,2554,"Dj, Producer & @Rawmantique founder based in Dresden.
Bookings: isabelle@kromantiagency.com",https://i1.sndcdn.com/avatars-DjviHY7jA3gSDoQc-5yNqsA-large.jpg,,ok,2026-07-11T09:17:17+00:00
ROSA PELIGROSA,https://www.wholefestival.com/lineup,,,,,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Roza Terenzi,https://www.wholefestival.com/lineup,"Roza Terenzi is a manifestation of femmeforward rhythmic energy, spreading a\nconcoction of sublime mind dance, irreverent sapphic mischief, & vivacious\ncybernetics throughout the universe. As a producer, her music flirts with similarly enticing unknowns - zooming through\nspheres of her own elegant velocity, dissolving constraints of time & dimension as\nshe fuses enchanted realms of spellbinding breakbeat science, introspective futch\nelectronica, & devilishly tranced out enchantress anthems. Throughout beloved\nsolo EPs on Kalahari Oyster Cult, Butter Sessions, & Maricas, & her full length\n“Modern Bliss” LP on Planet Euphorique, she demonstrates an effortlessly eclectic\nrefusal to be confined to any one genre or tempo - blowing convention a kiss\ngoodbye as she ultimately lets her audacious spirit shine through in all that she\ncreates. Her fiercely universal approach also extends into a deep love of\ncollaboration essential to her practice, exemplified through EPs as B'Zircon with\nFantastic Man, Current Obsession with Furious Frank, & the much acclaimed “Edge\nof Innocence” full length LP with D. Tiffany on Delicate Records. Photographer: Neelam Khan Vela",https://soundcloud.com/roza-terenzi,https://soundcloud.com/roza-terenzi,https://www.instagram.com/rozaterenzi/?hl=en;https://soundcloud.com/roza-terenzi,https://soundcloud.com/roza-terenzi,32324,"@stepballchain
berlin
bookings: 
eu: jo@klsbookings.com
aus: glyn@watartists.com
north + south america: marlena@liaisonartists.com",https://i1.sndcdn.com/avatars-k1y4ykfwidNJqfZ6-TJc3CQ-large.jpg,breakbeat,ok,2026-07-11T09:17:17+00:00
Rumi de Baires,https://www.wholefestival.com/lineup,"Born in Buenos Aires to Cape Verdean families, Rumi’s musical identity reflects a lifelong dialogue between his roots and the dancefloor — where the jazz, Brazilian, and Afro-Latin sounds that shaped his upbringing meet with his deep love and commitment to house, disco, and techno. What started as a hobby in 2005, took a serious turn upon his move to Vienna in 2016. Since then, he has become a driving force in the city’s underground scene. He is one of the founding members of A party called Jack , an event series and collective celebrating house music and its origins in funk, soul, and disco. Rumi later also launched GAZE , a platform amplifying the “queer gaze” on electronic music, visual arts, and performance — now a cornerstone of Vienna’s LGBTQI+ community. Rumi’s dynamic approach behind the decks (mixing both vinyl and digital) has led to appearances at internationally acclaimed institutions such as CLUB RAUM in Amsterdam, Panorama Bar in Berlin, and celebrated queer events including IsBurning, Horse Meat Disco Berlin, Gayhaze and Multisex. Rumi’s versatility also becomes apparent in the multiple B2B sessions he has held with many reknown local DJs, as well as with international artists like Carlos Valdes and Eris Drew. While he is currently working on his first release, Rumi’s musical identity can be found in online mixes for platforms such as Permanent Vacation, IsBurning, Refuge Worldwide, Kiosk Radio, and Vienna’s RES Radio – each a testament to his ongoing exploration of sound: from abstract ambient soundscapes and soulful rhythms to high-octane dance floor energy. Photographer: @luchiamrtnl",https://soundcloud.com/rumivonbaires,https://soundcloud.com/rumivonbaires,http://www.instagram.com/a_party_called_jack;http://www.instagram.com/gaze.wien;https://www.instagram.com/rumidebaires;https://soundcloud.com/rumivonbaires,https://soundcloud.com/rumivonbaires,667,"Co-host @gaze.wien
Resident @a_party_called_jack
Vienna - Buenos Aires
Bookings: claudia@underlined-a.com",https://i1.sndcdn.com/avatars-zAn7yMrzU1jNDOwH-YwRsTw-large.jpg,techno; house; ambient; disco; funk; soul; latin,ok,2026-07-11T09:17:17+00:00
Saint Guel,https://www.wholefestival.com/lineup,"Miguel Santiago AKA Saint Guel is a DJ and producer based in Manila, Philippines. He has released music on Transit Records (PH), Sounds Nais (PH), FuFu Records (HK), and More Rice Records (TH), with upcoming releases on Equation (VN) and Philoxenia (DE). A curator and creator to the core, he channels his R&B, Soul, Jazz, Funk, and Disco roots into groovy, swanky house productions and warm, evocative DJ sets, shaped by years of playing across the Philippines and internationally. He is a resident at Wonderfruit Festival in Thailand and Equation Festival in Vietnam. Miguel is magnetic in and out of the booth, with an innate ability to connect on an intimate level — a quality that carries through in his sets, which feel deeply welcoming, like Filipino warmth translated into sound and the uncanny feeling of being right at home.",https://soundcloud.com/saintguel69,https://soundcloud.com/saintguel69,https://soundcloud.com/saintguel69;https://www.instagram.com/saintguel/,https://soundcloud.com/saintguel69,389,"booking@equation-agency.com
__________________

2026:

January 10: Lipservice @ Apotheka - Manila, Philippines
February 14: We Can't Relate @ Suazo - Davao, Philippines
February 21: UNKNWN 10 YEAR ANNIV - Manila, Philippines
March 21: SML @ Observatory - Ho Chi Minh City, Vietnam
April 17: UNKNWN.CLUB - Manila, Philippines
April 18: Saint Guel All Night @ Nokal - Manila, Philippines
May 15: Rasa - Singapore, Singapore
May 23: We Cant Relate - Davao, Philippines
July 19: Whole Festival, Ferropolis, Germany
August 1: TBA - Kuala Lumpur, Malaysia
August 15: TBA - Davao, Philippines

2025:

- February 9: Confide Summer Series Vol. 9 - Melbourne, Australia
- April 6: Equation Festival 2025 (B3B - Emel, Ouissam & Saint Guel) - Mai Chau, Vietnam
- April 12: UNKNWN.Club - Manila, Philippines
- April 18: Sunda Festival - Sarimbun Scout Camp, Singapore
- April 19: Host with Saint Guel [All Night Long] @ Mihn Club - Hong Kong
- June 14: Klymax (B2B w/ Emel)- Bali, Inodnesia
- August 24: Mixmag Lab (B2B w/ Emel) - Hong Kong SAR, China
- September 27: Savage Anniversary (B2B w/ Emel) - Hanoi, Vietnam
- October 23: TBA - Taipei, Taiwan
- December 12: Wonderfruit Festival - Pattaya, Thailand
-December 25: Framewerk @ Nokal - Manila, Philippines
-December 26: My Love Is Underground@ Nokal - Manila, Philippines

2024:

- January 27: Sado Maso Disco - Manila, Philippines
- February 24: Klubnacht @ Panorama Bar - Berlin, Germany
- April 6: Equation Festival - Mai Chau, Vietnam
- April 20: My Love Is Underground @ Nokal - Manila, Philippines
- May 10: Beam Cube - Bangkok, Thailand 
- May 31: Zhao Dai On Leave - Beijing, China 
- July 6 / 7: Away @ About Blank - Berlin, Germany 
- August 3: Whole Festival - Ferropolis, Germany
- August 27: Kwia - Berlin, Germany
- September 19: Savage 8th-Anniversary - Hanoi, Vietnam 
- September 28: Moving Parts @ Nokal -  Manila, Philippines
- October 31: Opulence - Manila, Philippines
- November 2: That Elephant Party x Transit Records @ Apotheka - Manila, Philippines
- November 30: The Observatory - HCMC, Vietnam
- December 6: Smutt - Manila, Philippines
- December 15: Wonderfruit Festival - Pattaya, Thailand

2023:

April 07:  Equation Festival - B2B w/ Emel Rowe - Mai Chau, Vietnam
May 26: The Air House Festival - YangYang, South Korea
June 30: About Blank - Berlin, Germany
September 16: Sivilian Affairs - Singapore, Singapore
September 23: Savage 7th Year Anniversary - Hanoi, Vietnam
October 20: Nokal - Manila, Philippines
October 21: UNKNWN - Manila, Philippines
November 24: Wonderfruit Night x Thugshop - Singapore, Singapore 
November 25: Wonderfruit Takeover @ Savage - Hanoi, Savage
November 30: Pawnshop - Taipei, Taiwan 
December 16: Wonderfruit Festival - Pattaya, Thailand",https://i1.sndcdn.com/avatars-QTwYmWyz8xjEZH8E-ZMwGog-large.jpg,house; disco; funk; soul; r&b,ok,2026-07-11T09:17:17+00:00
Salber Lee Williams,https://www.wholefestival.com/lineup,"Salber Lee Williams is a Zimbabwean-Portuguese poet and performance artist, and founder of This Is Joy Mvmt—a movement making joy the point. Based in Berlin, her work explores joy as a radical practice of presence, resistance, and connection. Photographer: Valeria Mitelman",,,https://www.instagram.com/ridewithsalber,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
